gen,best,mean,std
0,56.879703,-2.681795,9.661284
1,75.070411,-3.650196,10.013904
2,93.393647,4.797975,20.887624
3,94.900134,4.608048,24.356321
4,94.900134,8.131077,26.431915
5,94.900134,12.440509,31.44295
6,94.900134,23.625703,36.854818
7,94.900134,33.212576,37.199833
8,94.900134,42.908778,37.411767
9,94.900134,53.866512,36.310771
10,94.900134,56.810112,33.321947
11,94.900134,65.678522,26.537157
12,94.900134,68.190949,23.612995
13,94.900134,68.626191,23.10795
14,94.900134,67.002757,23.378096
15,94.900134,69.803475,22.455782
16,94.900134,73.435321,19.280829
17,94.900134,71.726796,20.511822
18,94.900134,72.71998,18.92304
19,94.900134,73.26836,18.792211
20,94.900134,74.144931,19.419915
21,94.900134,74.779537,19.124495
22,94.900134,70.060658,22.829458
23,94.900134,73.287549,17.798634
24,94.900134,74.930344,15.189422
25,94.900134,70.876109,21.060223
26,94.900134,72.087857,20.025557
27,94.900134,69.499646,23.223005
28,94.900134,71.646591,22.482821
29,94.900134,72.698877,20.689421
30,94.900134,73.829291,18.483097
31,94.900134,73.961869,19.432373
32,94.900134,73.158086,20.827565
33,94.900134,73.835486,20.063704
34,94.900134,73.82033,18.695955
35,94.900134,75.112122,16.208694
36,94.900134,74.939911,17.17216
37,94.900134,76.11891,17.236793
38,94.900134,76.511509,17.454678
39,94.900134,73.060058,21.109777
40,94.900134,73.618344,21.978121
41,94.900134,75.340986,23.085895
42,94.900134,77.752808,19.196428
43,94.900134,75.735788,20.403669
44,94.900134,70.765286,23.594436
45,94.900134,68.949032,24.150033
46,94.900134,72.020135,20.302757
47,94.900134,75.137693,16.497796
48,94.900134,75.031842,15.453161
49,94.900134,74.377846,14.504712
