gen,best,mean,std
0,75.758253,46.849619,32.418874
1,87.152892,57.923636,30.989135
2,87.599827,59.529971,32.131155
3,91.041683,66.70557,25.484417
4,92.121683,61.47893,19.711979
5,92.226794,70.300507,12.337499
6,92.231732,74.787862,12.798549
7,92.246695,80.45709,11.433472
8,92.246695,82.253178,10.51749
9,92.246695,83.579804,10.228015
10,92.246695,85.426167,9.295166
11,92.246695,86.990173,7.850169
12,92.246695,88.424726,7.239478
13,92.246695,88.834014,7.414962
14,92.246695,89.577191,6.71657
15,92.246695,90.603487,5.691383
16,92.246695,91.008696,5.132848
17,92.246695,91.781053,2.370857
18,92.246695,91.783489,2.370885
19,92.246695,91.953486,1.685432
20,92.246695,92.126688,0.056638
21,92.246695,92.127648,0.050891
22,92.246695,92.131937,0.038655
23,92.246695,92.125849,0.028982
24,92.246695,91.436775,3.988635
25,92.246695,91.270809,4.302869
26,92.246695,91.698564,3.040076
27,92.246695,91.696315,3.039713
28,92.246695,91.867731,2.548487
29,92.246695,92.125396,0.028742
30,92.246695,91.809353,2.613107
31,92.246695,91.604079,3.623511
32,92.246695,91.607728,3.624071
33,92.246695,91.610578,3.624452
34,92.246695,91.875022,2.549028
35,92.246695,91.698363,3.049844
36,92.246695,91.700037,3.050747
37,92.246695,91.436906,3.98366
38,92.246695,91.116558,4.730595
39,92.246695,91.460612,3.521896
40,92.246695,91.543644,2.986548
41,92.246695,91.447086,3.570818
42,92.246695,92.054441,0.72675
43,92.246695,92.066147,0.591063
44,92.246695,91.88599,1.780068
45,92.246695,91.692816,3.085471
46,92.246695,91.701911,3.041229
47,92.246695,91.701811,3.04112
48,92.246695,91.870779,2.548927
49,92.246695,91.873129,2.549216
