gen,best,mean,std
0,89.003414,12.387712,27.794947
1,89.896695,34.346249,34.327343
2,90.212892,51.646916,29.652734
3,91.288142,61.442589,26.565388
4,91.288142,63.016735,27.598515
5,91.288142,67.04702,25.919943
6,91.288142,72.732888,23.435854
7,91.288142,80.4483,16.973844
8,91.583414,71.044414,11.584384
9,91.763414,74.536701,9.664754
10,91.763414,77.361918,9.834993
11,91.763414,80.689541,8.97401
12,91.763414,83.130285,7.499462
13,91.763414,84.554534,5.962919
14,91.763414,84.60218,5.787388
15,91.763414,85.279929,4.981294
16,91.763414,84.921541,5.426539
17,91.763414,85.415376,4.424508
18,91.763414,86.127714,2.643473
19,91.763414,86.244436,2.394274
20,91.763414,86.241127,2.393743
21,91.763414,86.155718,2.926435
22,91.763414,86.175243,2.944712
23,91.763414,85.617878,4.526154
24,91.763414,85.986436,3.570234
25,91.876695,85.523845,4.54204
26,91.876695,85.897495,3.56513
27,91.876695,85.761492,3.696255
28,91.876695,85.602696,4.17327
29,91.876695,85.459232,4.496001
30,91.876695,86.054849,2.932339
31,91.876695,85.868374,3.546884
32,91.876695,85.746756,3.708363
33,91.876695,86.076112,2.938657
34,91.876695,86.087852,2.953148
35,91.876695,85.725302,4.056542
36,91.876695,85.988102,3.570082
37,91.876695,86.058619,3.129105
38,91.876695,86.299052,2.082783
39,91.876695,86.463755,0.557294
40,91.876695,86.149205,2.33672
41,91.876695,86.137628,2.377751
42,91.876695,85.952248,3.127279
43,91.876695,86.065678,2.934709
44,91.876695,85.776414,3.719033
45,91.876695,86.129304,2.968106
46,91.876695,86.009667,3.160414
47,91.876695,85.780099,3.716831
48,91.876695,85.87155,3.548158
49,91.876695,86.449968,0.553444
