gen,best,mean,std
0,90.12704,17.87494,21.399654
1,91.971655,31.14635,36.847591
2,93.272828,29.842745,30.811262
3,93.272828,37.204168,29.122698
4,93.272828,38.48455,30.257651
5,93.272828,40.124426,29.24419
6,93.272828,49.457867,28.858003
7,93.272828,47.552885,30.622231
8,93.272828,48.022376,28.95246
9,93.272828,45.045182,29.107379
10,93.392828,54.068201,31.591555
11,93.392828,56.974315,33.282932
12,93.392828,56.998728,34.110463
13,93.392828,61.644535,32.512073
14,93.392828,62.752204,33.551209
15,93.392828,67.739744,32.120377
16,93.392828,62.812422,35.272781
17,93.392828,68.325683,33.734298
18,93.392828,70.537245,32.368088
19,93.392828,67.800466,32.909557
20,93.392828,72.476297,30.401817
21,93.392828,74.062447,29.565081
22,93.392828,77.907579,27.421773
23,93.392828,79.440066,25.693106
24,93.392828,81.380493,24.95109
25,93.392828,79.607781,26.776373
26,93.392828,83.367808,21.309775
27,93.392828,80.220413,25.871874
28,93.392828,78.963398,28.054473
29,93.392828,78.086009,28.720071
30,93.392828,74.798453,31.387937
31,93.392828,76.119007,30.74089
32,93.392828,73.930936,32.420186
33,93.392828,79.946709,26.804209
34,93.392828,76.905777,30.794095
35,93.392828,80.007939,26.659328
36,93.392828,81.492845,25.482174
37,93.392828,75.947744,30.99543
38,93.392828,75.868646,31.809582
39,93.392828,73.826301,32.864584
40,93.392828,72.612652,33.456749
41,93.392828,76.437295,31.631939
42,93.392828,77.208641,30.555591
43,93.392828,79.583479,27.566158
44,93.392828,79.845023,27.383792
45,93.392828,79.382687,28.607615
46,93.392828,81.367923,27.429715
47,93.392828,80.441139,27.625807
48,93.392828,82.375608,24.651442
49,93.392828,79.389599,27.60766
