gen,best,mean,std
0,87.082348,16.635174,25.215897
1,91.482264,51.562237,32.692549
2,91.482264,61.157468,31.805057
3,91.482264,67.068216,29.486875
4,91.482264,67.217037,29.088697
5,91.482264,70.982382,27.205308
6,91.482264,70.57626,28.415419
7,91.482264,76.309723,24.001884
8,91.482264,76.406637,22.86753
9,91.913025,78.282624,20.976284
10,91.913025,77.384364,21.753999
11,92.093025,70.597774,27.185405
12,92.093025,73.811413,25.418243
13,92.093025,72.065434,27.291975
14,92.093025,72.438904,27.567777
15,92.093025,73.392634,27.291839
16,92.093025,77.504147,22.999876
17,92.093025,80.205474,19.537013
18,92.093025,80.834504,18.616723
19,92.093025,81.356944,18.256646
20,92.093025,83.923127,14.903009
21,92.093025,82.829333,18.524876
22,92.093025,85.113029,16.761344
23,92.093025,86.193008,13.523365
24,92.093025,86.556143,13.449406
25,92.093025,86.113759,14.445228
26,92.093025,86.565825,12.770075
27,92.09642,85.864993,13.834237
28,92.546611,88.053495,8.31553
29,92.719688,87.059216,12.623554
30,92.719688,87.980005,10.766072
31,92.719688,88.324395,10.543261
32,92.719688,86.666749,14.253025
33,92.719688,86.865141,13.422463
34,92.719688,87.815378,10.504812
35,92.719688,89.823135,2.901405
36,92.719688,90.086272,1.637209
37,92.719688,89.928872,2.917759
38,92.719688,90.302623,1.627693
39,92.719688,90.453829,0.520657
40,92.719688,89.134622,8.579212
41,92.719688,89.918388,6.924419
42,92.719688,90.048479,6.036072
43,92.719688,88.355322,11.882877
44,92.719688,90.137979,6.04272
45,92.719688,90.159914,6.044566
46,92.719688,90.123232,6.043431
47,92.719688,90.138566,6.044865
48,92.719688,90.10745,6.053912
49,92.719688,89.520571,8.494152
