gen,best,mean,std
0,21.2699,-4.641455,4.535709
1,39.013548,-2.379282,8.985254
2,48.013548,-1.368884,10.689611
3,48.013548,1.073989,11.954889
4,48.013548,3.057636,12.787549
5,48.182889,4.974713,13.00837
6,48.182889,6.763877,13.39891
7,48.182889,10.912962,13.64975
8,48.182889,11.821667,13.752436
9,57.105597,14.960097,13.632228
10,75.176954,16.820849,15.926395
11,75.176954,19.224684,18.223043
12,75.176954,21.804074,18.619043
13,75.176954,25.015688,18.831981
14,84.638995,26.722911,19.834621
15,84.638995,26.256388,19.389562
16,84.638995,26.426319,19.279046
17,84.638995,28.046717,18.798925
18,84.638995,25.442703,19.674856
19,84.638995,26.407785,19.144309
20,84.638995,26.519456,19.263815
21,84.638995,25.821542,19.488475
22,94.918596,28.909124,17.796089
23,94.918596,26.764837,18.982866
24,94.918596,28.042719,16.86305
25,94.918596,26.17259,17.948535
26,94.918596,27.426896,17.965345
27,94.918596,23.101712,19.854888
28,94.918596,22.200464,20.63814
29,94.918596,25.981981,19.232756
30,94.918596,26.721481,21.08062
31,94.918596,22.946846,21.494022
32,94.918596,20.96207,22.558064
33,94.918596,24.290161,21.39869
34,94.918596,26.529034,21.032102
35,94.918596,29.702188,20.277586
36,94.918596,31.502693,21.185306
37,94.918596,29.334843,19.775397
38,94.918596,30.963764,17.08944
39,94.918596,28.720779,15.083086
40,94.918596,30.067525,16.123337
41,94.918596,29.615322,16.829391
42,94.918596,29.347939,15.588013
43,94.918596,30.965084,13.590625
44,94.918596,31.964245,13.703624
45,94.918596,32.05947,13.421033
46,94.918596,31.433309,12.057758
47,94.918596,30.710086,12.241511
48,94.918596,32.058932,12.150021
49,94.918596,32.692534,12.665808
50,94.918596,33.046527,10.938289
