gen,best,mean,std
0,39.105597,-2.6345,8.654264
1,66.206986,-1.159614,13.309172
2,66.256997,-1.772663,10.743102
3,74.971721,13.955948,13.968418
4,75.2699,16.765817,16.67053
5,94.918596,18.042088,15.989965
6,94.918596,21.999736,17.030971
7,94.918596,25.965167,17.330978
8,94.956575,33.842535,27.643977
9,94.989365,42.48702,29.996816
10,94.989365,54.583423,29.279213
11,94.989365,64.405735,30.701722
12,94.989365,72.348343,30.565588
13,94.989365,80.585854,26.426542
14,94.989365,87.71257,18.919375
15,94.989365,91.274778,16.083172
16,94.989365,92.240197,15.247456
17,94.989365,93.417174,10.307196
18,94.989365,93.146761,12.354034
19,94.989365,93.893428,10.018565
20,94.989365,91.001478,15.925306
21,94.989365,91.57654,16.197716
22,94.989365,93.967243,7.006957
23,94.989365,93.968118,7.007068
24,94.989365,91.021294,16.863758
25,94.989365,91.798054,13.871535
26,94.989365,91.559343,14.726741
27,94.989365,91.109153,16.708473
28,94.989365,91.108978,16.708434
29,94.989365,92.133112,14.948003
30,94.989365,91.673975,15.925716
31,94.989365,92.1235,15.789232
32,94.989365,92.639318,12.104553
33,94.989365,92.921675,10.026612
34,94.989365,94.132661,5.275942
35,94.989365,93.847167,5.95925
36,94.989365,92.447641,11.259909
37,94.989365,91.936624,14.604277
38,94.989365,92.943645,10.809925
39,94.989365,93.605409,10.389421
40,94.989365,91.305637,17.215023
41,94.989365,90.315752,20.22325
42,94.989365,87.925766,24.361657
43,94.989365,88.554659,22.686729
44,94.989365,89.488197,21.544286
45,94.989365,90.912401,16.487402
46,94.989365,90.463121,17.720955
47,94.989365,90.104394,18.986722
48,94.989365,90.71614,15.90617
49,95.023266,94.702592,1.959153
