gen,best,mean,std
0,20.933059,-4.885154,4.766615
1,47.42628,-3.894145,7.087619
2,48.752163,-1.342079,9.708265
3,48.752163,-0.393765,9.52037
4,48.752163,2.524672,10.882309
5,67.945384,5.244373,13.135094
6,67.945384,7.037135,14.385684
7,67.945384,10.33841,16.929465
8,67.945384,14.909433,16.840793
9,73.443863,18.21713,17.477473
10,73.443863,21.458561,17.079766
11,73.443863,21.960111,16.836727
12,73.443863,24.156599,16.311542
13,73.443863,28.171299,15.711757
14,73.443863,29.136651,14.647388
15,73.443863,31.312815,13.941222
16,73.443863,33.933018,14.075157
17,73.443863,34.185339,16.278303
18,73.443863,32.571213,13.304688
19,73.443863,36.041405,11.96107
20,73.443863,39.426766,14.14154
21,73.443863,40.034557,13.512354
22,73.443863,40.260944,14.172102
23,73.443863,42.361162,14.849099
24,73.443863,43.649138,14.398169
25,73.443863,42.316918,14.101247
26,73.443863,43.500017,14.87428
27,73.443863,43.651121,14.377162
28,73.443863,43.414976,13.969473
29,73.443863,44.996379,13.749618
30,73.443863,44.445834,13.855951
31,73.443863,45.490317,13.897875
32,73.443863,47.157374,13.789164
33,73.443863,46.915648,13.037569
34,73.443863,45.794597,13.719779
35,73.443863,44.255493,13.276856
36,73.443863,45.286889,14.325164
37,73.443863,47.758003,14.833507
38,76.840787,46.776075,14.65401
39,76.840787,49.664715,13.429414
40,76.840787,52.18182,12.438965
41,76.892864,53.766074,11.629491
42,76.892864,53.616858,12.397915
43,76.956298,54.288761,12.435263
44,76.956298,56.180548,13.275495
45,76.981735,57.296863,12.329034
46,76.981735,57.09659,12.659902
47,76.981735,57.192856,13.126741
48,76.981735,59.037875,12.48124
49,76.981735,58.688182,12.240534
50,76.981735,58.677643,12.189117
51,76.981735,60.028666,11.402082
52,76.981735,59.8544,11.232473
53,76.981735,61.373597,10.318743
54,76.981735,61.817278,11.053031
55,76.981735,60.843321,10.771301
56,76.981735,59.87612,10.977271
57,76.981735,59.522669,11.567335
58,76.981735,60.936085,11.139933
59,76.981735,60.551898,11.732306
60,76.981735,58.417064,12.151934
61,76.981735,58.848804,11.705943
62,76.981735,60.301397,11.315894
63,76.981735,61.604163,11.071682
64,76.981735,62.087867,10.244855
65,76.981735,61.356904,10.296617
66,76.981735,61.803112,10.917608
67,76.981735,61.431639,10.93473
68,76.981735,60.371324,12.318248
69,76.981735,61.207675,11.768829
70,76.981735,61.632786,11.774968
71,76.981735,61.138417,11.35868
72,76.981735,60.920403,11.374001
73,76.981735,61.780005,11.546978
74,76.981735,61.677948,10.501855
75,76.981735,60.639395,11.442804
76,76.981735,60.551285,11.340688
77,76.981735,60.183025,11.626834
78,76.981735,60.635667,11.620968
79,76.981735,59.665652,12.001799
80,76.981735,60.27858,12.255923
81,76.981735,61.65268,11.71152
82,76.981735,60.931208,11.620939
83,76.981735,61.332535,11.530008
84,76.981735,60.497162,11.964082
85,76.981735,58.933005,11.543161
86,76.981735,59.71522,11.220781
87,76.981735,59.090967,12.397731
88,76.981735,59.180495,11.915243
89,76.981735,59.301492,11.277691
90,76.981735,59.250807,11.473559
91,76.981735,58.691733,11.057658
92,76.981735,60.186297,11.822295
93,76.981735,59.770855,12.868228
94,76.981735,59.146296,13.042193
95,76.981735,60.623061,12.229446
96,76.981735,59.556175,12.019679
97,76.981735,59.930342,11.784793
98,76.981735,58.964213,12.771747
99,76.981735,59.540783,12.907733
100,76.981735,60.431946,11.403382
