gen,best,mean,std
0,88.891733,5.007369,23.761852
1,90.609651,15.892801,30.793974
2,90.609651,26.33541,33.86035
3,90.609651,36.831989,33.052401
4,90.609651,41.936686,30.255807
5,90.609651,49.766709,27.261711
6,90.609651,58.190873,20.890703
7,90.609651,62.715221,16.908058
8,91.920103,65.757111,15.036704
9,92.229362,68.441205,14.343534
10,92.229362,68.387341,15.075404
11,92.229362,68.238287,11.440769
12,92.229362,68.615743,12.534969
13,92.229362,68.404023,10.231418
14,92.229362,69.686721,7.59451
15,92.229362,69.957121,7.610888
16,92.229362,69.445488,7.116913
17,92.229362,70.009403,7.851098
18,92.229362,69.315451,7.323246
19,92.229362,69.200806,6.517677
20,92.229362,68.433046,9.799524
21,92.229362,67.976842,9.681584
22,92.229362,66.179968,9.404105
23,92.229362,68.314511,6.315817
24,92.229362,66.735667,6.102913
25,92.229362,67.979786,5.822067
26,92.229362,68.528438,6.062578
27,92.229362,67.790763,5.476746
28,92.229362,68.079285,5.677283
29,92.229362,67.446616,5.357992
30,92.229362,68.06248,5.763582
31,92.229362,67.850826,5.56004
32,92.229362,67.683596,9.561421
33,92.229362,68.278591,5.820331
34,92.229362,68.463904,6.490749
35,92.229362,67.873289,5.652523
36,92.229362,67.989039,5.910719
37,92.229362,67.418121,5.275242
38,92.229362,68.101611,6.011281
39,92.229362,67.474989,6.757783
40,92.229362,66.901933,6.276135
41,92.229362,66.813782,6.100765
42,92.229362,66.736816,3.876378
43,92.229362,65.892152,4.60795
44,92.229362,66.069316,4.780349
45,92.229362,66.630916,3.7184
46,92.229362,66.696611,3.463876
47,92.229362,66.694034,3.22975
48,92.229362,66.539515,3.406637
49,92.229362,67.090305,4.708039
