gen,best,mean,std
0,92.938336,28.677481,35.062222
1,94.180019,10.465751,24.623767
2,94.180019,17.404343,30.605137
3,94.180019,26.499267,35.8939
4,94.180019,40.486573,36.187329
5,94.180019,48.018174,35.238014
6,94.180019,48.991401,34.524535
7,94.180019,54.076509,32.241192
8,94.180019,54.861946,31.085337
9,94.180019,56.298831,30.391907
10,94.180019,60.79849,30.07158
11,94.180019,66.877801,25.766127
12,94.180019,68.640067,24.797749
13,94.180019,73.426146,24.009763
14,94.180019,76.114847,20.543808
15,94.180019,80.277019,13.935195
16,94.180019,82.61839,11.555804
17,94.180019,84.106153,11.849771
18,94.180019,83.754809,13.289214
19,94.180019,80.205925,20.315373
20,94.180019,80.059527,23.307567
21,94.180019,81.433048,22.347518
22,94.180019,84.522546,15.303424
23,94.180019,85.600754,13.790216
24,94.180019,85.93951,10.949473
25,94.180019,83.042656,18.648142
26,94.180019,82.951504,18.354908
27,94.180019,84.570343,16.344827
28,94.180019,83.948859,16.633026
29,94.180019,84.672688,15.168232
30,94.180019,86.609943,9.178886
31,94.180019,84.259657,15.48172
32,94.180019,84.989308,12.847498
33,94.180019,86.820527,9.226557
34,94.180019,86.67376,9.542941
35,94.180019,86.352355,11.070057
36,94.180019,85.896574,11.115304
37,94.639718,87.944512,4.82705
38,94.639718,85.084,16.299729
39,94.639718,84.736367,15.852427
40,94.639718,82.82956,19.956118
41,94.639718,85.940564,13.046348
42,94.639718,84.988562,13.737274
43,94.639718,86.204752,11.211512
44,94.639718,86.026912,11.312936
45,94.639718,86.12216,8.872712
46,94.639718,86.0027,8.648872
47,94.639718,85.947653,11.098745
48,94.639718,83.188003,19.846791
49,94.639718,83.824845,16.946585
