gen,best,mean,std
0,89.672828,68.57356,21.577327
1,90.866695,67.544949,23.079018
2,91.303266,52.350855,32.994228
3,94.089365,55.42226,23.787317
4,94.089365,58.879712,23.711367
5,94.089365,64.0166,22.027721
6,94.089365,68.327018,18.61017
7,94.089365,69.226633,18.158937
8,94.089365,73.55503,12.803038
9,94.089365,72.176467,16.210086
10,94.089365,74.52458,9.017081
11,94.089365,75.471981,3.209125
12,94.089365,75.494669,3.205849
13,94.089365,75.591991,3.817063
14,94.089365,74.944718,3.62933
15,94.089365,74.671309,4.116981
16,94.089365,74.947553,5.711657
17,94.089365,74.690376,8.001295
18,94.089365,75.669634,2.63198
19,94.089365,75.580039,2.791299
20,94.089365,74.798665,8.619222
21,94.089365,74.768208,8.314263
22,94.089365,74.161486,11.539996
23,94.089365,74.178614,11.541028
24,94.089365,75.365509,2.085272
25,94.089365,74.665795,8.041859
26,94.089365,74.677033,8.042365
27,94.089365,75.613676,2.645231
28,94.089365,75.648454,2.63731
29,94.089365,75.432231,1.882681
30,94.089365,75.430718,1.882732
31,94.089365,75.3407,2.09036
32,94.089365,75.442798,1.880166
33,94.089365,75.454242,1.877606
34,94.089365,75.352661,2.087261
35,94.089365,75.363743,2.085451
36,94.089365,75.381121,2.082591
37,94.089365,75.36943,2.084529
38,94.089365,74.754096,8.313716
39,94.089365,76.040543,3.685035
40,94.089365,75.653531,2.635975
41,94.089365,75.576783,2.792884
42,94.089365,75.847358,3.209521
43,94.089365,75.454132,8.859118
44,94.089365,74.45944,11.682048
45,94.089365,73.112592,13.539644
46,94.089365,73.885624,11.162045
47,94.089365,73.874066,11.160854
48,94.089365,74.050651,11.339034
49,94.089365,74.067248,11.34044
