gen,best,mean,std
0,91.405289,22.054462,32.273082
1,93.316695,23.698131,31.620167
2,93.496695,25.399276,33.25747
3,93.496695,29.117054,32.452796
4,93.496695,32.541717,29.487962
5,93.496695,34.918105,30.501347
6,93.496695,39.910971,33.23694
7,93.496695,46.037749,34.005755
8,93.496695,52.965534,32.888524
9,93.496695,60.438422,32.087009
10,93.496695,65.921568,30.659556
11,93.496695,67.552387,29.508652
12,93.496695,70.940568,29.293927
13,93.496695,76.309338,25.154556
14,93.496695,80.043437,20.917165
15,93.496695,82.165651,20.486796
16,93.496695,84.774989,17.631624
17,93.496695,84.067165,18.331645
18,93.636796,64.251888,28.140917
19,93.636796,71.404422,25.871214
20,93.636796,77.345825,21.420539
21,93.636796,80.281115,18.283975
22,93.636796,82.189105,16.836911
23,93.636796,84.194816,13.346722
24,93.636796,81.102598,18.281287
25,93.636796,82.346028,16.210204
26,93.636796,85.090131,10.216563
27,93.636796,85.449684,10.296319
28,93.636796,86.096904,8.015199
29,93.636796,86.223312,7.234231
30,93.636796,85.640221,9.128538
31,93.636796,84.886283,11.701456
32,93.636796,85.248936,11.37478
33,93.636796,84.620795,11.537664
34,93.636796,87.202777,0.726102
35,93.636796,87.200473,0.668756
36,93.636796,86.757223,4.872895
37,93.636796,85.768061,10.047784
38,93.636796,84.847121,13.339235
39,93.636796,86.445276,7.507454
40,93.636796,86.36356,8.350458
41,93.636796,85.007324,11.377426
42,93.636796,82.695624,17.267546
43,93.636796,84.818761,12.386473
44,93.636796,84.643102,13.03068
45,93.636796,85.869817,9.38126
46,93.636796,83.804037,14.944434
47,93.636796,84.951054,13.005175
48,93.636796,86.804592,3.959367
49,93.636796,86.04806,8.427575
