gen,best,mean,std
0,92.656695,60.890897,21.913908
1,92.656695,71.282081,21.911349
2,93.392828,85.348828,13.903547
3,93.392828,87.816246,11.972033
4,93.392828,90.156821,7.766389
5,93.392828,91.48533,4.953032
6,93.392828,91.187352,6.03786
7,93.392828,91.195587,5.013623
8,93.392828,90.464833,7.729157
9,93.392828,90.136885,7.557537
10,93.392828,91.135967,6.051285
11,93.392828,89.881423,8.186543
12,93.392828,90.586333,6.829627
13,93.392828,91.801182,4.131228
14,93.392828,90.971018,6.776318
15,93.392828,91.619295,5.575198
16,93.392828,91.624672,5.452853
17,93.392828,91.664142,5.099793
18,93.392828,91.835116,4.43737
19,93.392828,91.761955,4.974048
20,93.392828,91.064671,6.517946
21,93.392828,91.477685,5.003451
22,93.392828,91.901338,4.587503
23,93.392828,91.427902,5.796532
24,93.392828,90.303018,7.893028
25,93.392828,90.617208,6.43797
26,93.392828,90.058677,7.209848
27,93.392828,91.081532,5.561523
28,93.392828,91.559863,4.778632
29,93.392828,91.004747,5.997538
30,93.392828,91.189607,6.205093
31,93.392828,91.102446,5.760702
32,93.392828,90.711918,6.922556
33,93.392828,91.315127,6.125085
34,93.392828,90.561982,7.853978
35,93.392828,91.174615,5.928912
36,93.392828,92.150659,3.982272
37,93.392828,91.821091,4.833628
38,93.392828,91.004122,6.438312
39,93.392828,91.69895,5.236877
40,93.392828,91.989371,4.289145
41,93.392828,92.568938,2.049405
42,93.392828,92.194922,3.534192
43,93.392828,91.635443,4.779737
44,93.392828,91.803387,4.988427
45,93.392828,91.868338,4.779823
46,93.392828,91.800343,4.449743
47,93.392828,91.966486,4.355345
48,93.392828,92.412729,1.874093
49,93.392828,92.182541,3.883187
