gen,best,mean,std
0,94.900134,18.482561,26.490801
1,94.900134,24.692503,25.916364
2,94.900134,30.544836,23.508062
3,94.900134,34.959303,21.523317
4,94.900134,39.62825,19.337922
5,94.900134,44.053183,14.870957
6,94.900134,44.86931,12.735395
7,94.900134,45.052797,14.502086
8,94.900134,45.50931,14.315281
9,94.900134,44.325687,15.571808
10,94.900134,46.404286,13.353151
11,94.900134,46.326784,12.099893
12,94.900134,47.665657,9.770519
13,94.900134,46.236527,12.588265
14,94.900134,45.33662,13.654776
15,94.900134,44.89985,14.439251
16,94.900134,44.912833,14.751566
17,94.900134,43.200229,15.927912
18,94.900134,43.295005,16.529371
19,94.900134,44.465803,15.499391
20,94.900134,47.421677,14.165111
21,94.900134,48.332717,14.554902
22,94.900134,50.502013,14.006467
23,94.900134,52.29448,12.847373
24,94.900134,53.007273,13.287776
25,94.900134,55.798649,8.50816
26,94.900134,55.890429,8.564712
27,94.900134,56.783244,5.292099
28,94.900134,56.872028,5.365746
29,94.900134,56.96228,4.656872
30,94.900134,54.983273,10.154414
31,94.900134,55.07629,8.946913
32,94.900134,55.436408,8.374097
33,94.900134,54.717942,11.486932
34,94.900134,53.816883,12.367324
35,94.900134,56.06659,7.722129
36,94.900134,55.261764,9.427105
37,94.900134,55.618415,8.410018
38,94.900134,55.620644,6.801997
39,94.900134,55.889323,7.157438
40,94.900134,56.251356,7.846288
41,94.900134,55.532176,8.899284
42,94.900134,55.445113,8.934442
43,94.900134,55.182969,9.098657
44,94.900134,54.639853,9.992614
45,94.900134,56.255266,5.827353
46,94.900134,56.616356,5.281615
47,94.900134,56.256226,6.838286
48,94.900134,56.79267,4.983629
49,94.900134,56.794575,4.979357
