gen,best,mean,std
0,90.24216,75.647053,19.206103
1,90.609651,69.603125,20.385567
2,90.609651,70.413875,17.917973
3,90.609651,72.831534,17.233507
4,90.609651,73.34944,17.44566
5,90.609651,73.378837,18.627084
6,90.609651,71.823044,17.625423
7,90.609651,74.669995,18.465609
8,92.044722,8.894833,29.160331
9,92.229362,26.127826,41.021136
10,92.229362,44.225969,43.277869
11,92.229362,62.689017,39.146975
12,92.229362,75.075775,31.67353
13,92.229362,81.271859,26.222801
14,92.229362,85.413531,19.5407
15,92.229362,88.234983,11.252132
16,92.229362,89.036884,6.758519
17,92.229362,89.703463,3.33047
18,92.229362,89.963297,3.301019
19,92.229362,89.98468,3.315069
20,92.229362,90.032644,3.312637
21,92.229362,90.090385,3.314797
22,92.229362,90.082512,3.310522
23,92.229362,90.118662,3.293136
24,92.229362,90.436503,0.351437
25,92.229362,89.906186,4.042064
26,92.229362,89.916594,4.043339
27,92.229362,90.091393,2.806617
28,92.229362,90.340492,1.502389
29,92.229362,90.428972,0.614444
30,92.229362,90.443712,0.613795
31,92.229362,90.460004,0.617001
32,92.229362,89.956013,5.110801
33,92.229362,89.676856,6.019107
34,92.229362,89.682882,6.022966
35,92.229362,89.969639,5.078351
36,92.229362,89.303595,6.809541
37,92.229362,89.001793,7.51438
38,92.229362,89.661939,6.020563
39,92.229362,89.673009,6.021396
40,92.229362,90.512307,0.262958
41,92.229362,90.496394,0.274815
42,92.229362,90.274889,2.402753
43,92.229362,90.17668,3.296203
44,92.229362,90.472494,0.210373
45,92.229362,90.482698,0.195466
46,92.229362,90.163974,3.283034
47,92.229362,90.172457,3.284106
48,92.229362,90.495298,0.196277
49,92.229362,90.498384,0.230089
