gen,best,mean,std
0,48.174,-0.319338,8.258159
1,94.852506,22.158995,21.318478
2,94.852506,25.288031,21.465122
3,94.918596,27.990149,18.220199
4,94.918596,31.905104,15.630222
5,94.918596,33.794027,15.093473
6,94.918596,35.142052,13.997208
7,94.918596,34.35628,14.607261
8,94.918596,38.226667,14.130621
9,94.918596,39.103144,11.448056
10,94.918596,37.329062,13.074914
11,94.918596,39.736161,10.306429
12,94.918596,40.828731,10.427782
13,94.918596,41.558494,9.194223
14,94.918596,41.291337,10.058462
15,94.918596,42.005683,8.705997
16,94.918596,43.087195,10.052315
17,94.918596,42.457769,10.464663
18,94.918596,41.733422,9.365273
19,94.918596,41.195877,9.14851
20,94.918596,42.095963,9.175815
21,94.918596,41.821336,8.582637
22,94.918596,42.540766,9.596447
23,94.918596,40.74139,9.872745
24,94.918596,40.741298,8.924212
25,94.918596,41.460995,8.394343
26,94.918596,40.380615,7.926102
27,94.918596,41.90922,8.599119
28,94.918596,41.370264,9.203723
29,94.918596,41.193023,9.327384
30,94.918596,41.194502,9.994138
31,94.918596,41.102596,9.640374
32,94.918596,41.285364,9.604418
33,94.918596,40.921741,8.518093
34,94.918596,41.464884,8.862222
35,94.918596,41.373459,9.627352
36,94.918596,40.561992,8.392055
37,94.918596,40.651855,9.346207
38,94.918596,39.840912,8.857669
39,94.918596,39.661559,8.203013
40,94.918596,40.381242,8.890035
41,94.918596,41.371292,9.021645
42,94.918596,41.282066,10.260757
43,94.918596,41.212714,11.857409
44,94.918596,40.386118,13.153577
45,94.918596,41.376203,11.401088
46,94.918596,42.726309,10.496686
47,94.918596,42.272074,9.385618
48,94.918596,42.287518,12.754177
49,94.918596,41.569076,11.989056
