gen,best,mean,std
0,94.900134,-4.391456,11.333008
1,94.900134,-4.627689,10.356747
2,94.900134,-3.484192,11.747488
3,94.900134,-2.026385,13.440635
4,94.900134,-0.639902,15.814113
5,94.900134,1.454324,17.900272
6,94.900134,2.816867,19.139419
7,94.900134,9.430993,23.69664
8,94.900134,18.44845,26.353473
9,94.900134,33.758041,23.900627
10,94.900134,38.617295,21.097249
11,94.900134,42.11641,17.469473
12,94.900134,44.366663,14.774237
13,94.900134,46.870116,10.359919
14,94.900134,48.033557,7.199289
15,94.900134,48.032414,7.207854
16,94.900134,47.858297,8.228567
17,94.900134,47.582414,9.040887
18,94.900134,47.852215,7.31786
19,94.900134,47.405142,7.767866
20,94.900134,47.674772,7.939257
21,94.900134,47.943102,7.474841
22,94.900134,48.304348,7.01892
23,94.900134,47.676912,8.700016
24,94.900134,47.314977,8.963778
25,94.900134,48.032414,7.207854
26,94.900134,47.852414,6.620238
27,94.900134,47.852414,6.977647
28,94.900134,48.122414,6.802328
29,94.900134,48.032414,6.498705
30,94.900134,47.942044,7.263958
31,94.900134,47.584348,8.476178
32,94.900134,46.864977,10.385957
33,94.900134,46.78086,11.291487
34,94.900134,46.78418,11.276089
35,94.900134,48.032044,9.701193
36,94.900134,47.132044,10.771093
37,94.900134,47.493671,9.162297
38,94.900134,47.493671,9.162297
39,94.900134,48.122414,7.482758
40,94.900134,48.392414,4.926457
41,94.900134,47.944348,6.547138
42,94.900134,47.406406,9.006917
43,94.900134,47.411218,9.595454
44,94.900134,48.752414,5.508865
45,94.900134,48.572414,5.674609
46,94.900134,48.032414,7.9557
47,94.900134,47.044977,9.423863
48,94.900134,47.136701,9.127363
49,94.900134,46.964451,9.761749
